Feature,Precision_Clase_0,Recall_Clase_0,F1_Clase_0,Precision_Clase_1,Recall_Clase_1,F1_Clase_1,Accuracy,AUC_ROC
+5.5cd8+1.0cd4-2.0cd11b_gr1,0.859642857,0.701333333,0.747773593,0.634533333,0.775333333,0.67302381,0.730619048,0.738333333
-6.0cd8-2.0cd4+1.5cd11b_gr1,0.85377619,0.710333333,0.74847518,0.624466667,0.763,0.661519048,0.731142857,0.736666667
-3.5cd8-2.0cd4+1.5cd11b_gr1,0.830433333,0.748833333,0.762552381,0.6767,0.724333333,0.6638,0.740666667,0.736583333
+3.5cd8+2.0cd4-1.5cd11b_gr1,0.830433333,0.748833333,0.762552381,0.6767,0.724333333,0.6638,0.740666667,0.736583333
-5.5cd8-4.5cd4-1.5cd11b_gr1,0.938,0.472833333,0.605619048,0.565395238,1,0.711857143,0.676,0.736416667
-5.0cd8-4.5cd4-1.5cd11b_gr1,0.938,0.472833333,0.605619048,0.565395238,1,0.711857143,0.676,0.736416667
-4.0cd8-3.5cd4-1.0cd11b_gr1,0.938,0.472833333,0.605619048,0.565395238,1,0.711857143,0.676,0.736416667
-3.5cd8-3.0cd4-1.0cd11b_gr1,0.938,0.472833333,0.605619048,0.565395238,1,0.711857143,0.676,0.736416667
+3.5cd8+3.0cd4+1.0cd11b_gr1,0.938,0.472833333,0.605619048,0.565395238,1,0.711857143,0.676,0.736416667
+4.0cd8+3.5cd4+1.0cd11b_gr1,0.938,0.472833333,0.605619048,0.565395238,1,0.711857143,0.676,0.736416667
+5.0cd8+4.5cd4+1.5cd11b_gr1,0.938,0.472833333,0.605619048,0.565395238,1,0.711857143,0.676,0.736416667
+5.5cd8+4.5cd4+1.5cd11b_gr1,0.938,0.472833333,0.605619048,0.565395238,1,0.711857143,0.676,0.736416667
-5.5cd8-0.5cd4+1.0cd11b_gr1,0.868333333,0.648833333,0.716033333,0.623033333,0.824,0.686214286,0.716714286,0.736416667
+5.5cd8+0.5cd4-1.0cd11b_gr1,0.868333333,0.648833333,0.716033333,0.623033333,0.824,0.686214286,0.716714286,0.736416667
-6.0cd8-1.5cd4+1.0cd11b_gr1,0.8542,0.689,0.740265079,0.637833333,0.782666667,0.679985714,0.72652381,0.735833333
-6.0cd8-4.0cd4+3.0cd11b_gr1,0.802433333,0.802166667,0.781714286,0.7086,0.669,0.6543,0.752095238,0.735583333
-3.0cd8-2.0cd4+1.5cd11b_gr1,0.802433333,0.802166667,0.781714286,0.7086,0.669,0.6543,0.752095238,0.735583333
+3.0cd8+2.0cd4-1.5cd11b_gr1,0.802433333,0.802166667,0.781714286,0.7086,0.669,0.6543,0.752095238,0.735583333
-6.0cd8-3.0cd4+3.5cd11b_gr1,0.852952381,0.709333333,0.747896392,0.6224,0.761333333,0.657314286,0.73147619,0.735333333
-3.5cd8-0.5cd4+1.0cd11b_gr1,0.842571429,0.723166667,0.754846753,0.642333333,0.746,0.666261905,0.73352381,0.734583333
+3.5cd8+0.5cd4-1.0cd11b_gr1,0.842571429,0.723166667,0.754846753,0.642333333,0.746,0.666261905,0.73352381,0.734583333
-5.5cd8-4.5cd4+3.0cd11b_gr1,0.7979,0.808666667,0.786125397,0.712133333,0.66,0.653185714,0.752952381,0.734333333
+5.5cd8+4.5cd4-3.0cd11b_gr1,0.7979,0.808666667,0.786125397,0.712133333,0.66,0.653185714,0.752952381,0.734333333
-6.0cd8-0.5cd4+1.0cd11b_gr1,0.866666667,0.648833333,0.714865079,0.6203,0.818,0.681657143,0.714142857,0.733416667
-5.5cd8-4.0cd4-1.5cd11b_gr1,0.935,0.470166667,0.602761905,0.561395238,0.996,0.707857143,0.672666667,0.733083333
+5.5cd8+4.0cd4+1.5cd11b_gr1,0.935,0.470166667,0.602761905,0.561395238,0.996,0.707857143,0.672666667,0.733083333
-6.0cd8-5.0cd4-1.5cd11b_gr1,0.9336,0.473333333,0.604260317,0.560395238,0.992,0.705761905,0.672904762,0.732666667
-4.5cd8-1.0cd4+2.0cd11b_gr1,0.853619048,0.708,0.747129726,0.625,0.757333333,0.656480952,0.727047619,0.732666667
+4.5cd8+1.0cd4-2.0cd11b_gr1,0.853619048,0.708,0.747129726,0.625,0.757333333,0.656480952,0.727047619,0.732666667
-4.5cd8-3.5cd4+2.5cd11b_gr1,0.795633333,0.810666667,0.786461905,0.708666667,0.654,0.649109524,0.752285714,0.732333333
+4.5cd8+3.5cd4-2.5cd11b_gr1,0.795633333,0.810666667,0.786461905,0.708666667,0.654,0.649109524,0.752285714,0.732333333
-3.0cd8-2.5cd4+3.5cd11b_gr1,0.786533333,0.8165,0.783573016,0.730133333,0.646666667,0.652633333,0.752047619,0.731583333
+3.0cd8+2.5cd4-3.5cd11b_gr1,0.786533333,0.8165,0.783573016,0.730133333,0.646666667,0.652633333,0.752047619,0.731583333
-4.5cd8-2.5cd4+2.0cd11b_gr1,0.826533333,0.735666667,0.754947619,0.660766667,0.726666667,0.659185714,0.733761905,0.731166667
+4.5cd8+2.5cd4-2.0cd11b_gr1,0.826533333,0.735666667,0.754947619,0.660766667,0.726666667,0.659185714,0.733761905,0.731166667
+4.0cd8+1.0cd4-0.5cd11b_gr1,0.8527,0.6755,0.731428571,0.626933333,0.786666667,0.675652381,0.719190476,0.731083333
-3.5cd8-3.5cd4+5.0cd11b_gr1,0.783685714,0.8155,0.781301154,0.723866667,0.645666667,0.648346032,0.750904762,0.730583333
-2.5cd8-2.5cd4+3.5cd11b_gr1,0.783685714,0.8155,0.781301154,0.723866667,0.645666667,0.648346032,0.750904762,0.730583333
+2.5cd8+2.5cd4-3.5cd11b_gr1,0.783685714,0.8155,0.781301154,0.723866667,0.645666667,0.648346032,0.750904762,0.730583333
+3.5cd8+3.5cd4-5.0cd11b_gr1,0.783685714,0.8155,0.781301154,0.723866667,0.645666667,0.648346032,0.750904762,0.730583333
-2.5cd8-2.0cd4+5.0cd11b_gr1,0.8031,0.7965,0.785409524,0.688866667,0.662666667,0.648193651,0.745809524,0.729583333
+2.5cd8+2.0cd4-5.0cd11b_gr1,0.8031,0.7965,0.785409524,0.688866667,0.662666667,0.648193651,0.745809524,0.729583333
-5.5cd8-0.5cd4+1.5cd11b_gr1,0.846666667,0.696833333,0.740665079,0.632666667,0.761,0.667609524,0.72452381,0.728916667
+5.5cd8+0.5cd4-1.5cd11b_gr1,0.846666667,0.696833333,0.740665079,0.632666667,0.761,0.667609524,0.72452381,0.728916667
-5.5cd8-5.5cd4-1.5cd11b_gr1,0.928366667,0.473333333,0.602403175,0.555395238,0.984,0.699690476,0.669238095,0.728666667
-5.5cd8-5.0cd4-1.5cd11b_gr1,0.928366667,0.473333333,0.602403175,0.555395238,0.984,0.699690476,0.669238095,0.728666667
-5.0cd8-5.0cd4-1.5cd11b_gr1,0.928366667,0.473333333,0.602403175,0.555395238,0.984,0.699690476,0.669238095,0.728666667
-3.5cd8-3.5cd4-1.0cd11b_gr1,0.928366667,0.473333333,0.602403175,0.555395238,0.984,0.699690476,0.669238095,0.728666667
+3.5cd8+3.5cd4+1.0cd11b_gr1,0.928366667,0.473333333,0.602403175,0.555395238,0.984,0.699690476,0.669238095,0.728666667
+5.0cd8+5.0cd4+1.5cd11b_gr1,0.928366667,0.473333333,0.602403175,0.555395238,0.984,0.699690476,0.669238095,0.728666667
+5.5cd8+5.0cd4+1.5cd11b_gr1,0.928366667,0.473333333,0.602403175,0.555395238,0.984,0.699690476,0.669238095,0.728666667
+5.5cd8+5.5cd4+1.5cd11b_gr1,0.928366667,0.473333333,0.602403175,0.555395238,0.984,0.699690476,0.669238095,0.728666667
-3.0cd8-2.5cd4+5.5cd11b_gr1,0.802333333,0.796,0.784565079,0.688533333,0.661333333,0.646926984,0.744857143,0.728666667
-2.5cd8-2.0cd4+4.5cd11b_gr1,0.802333333,0.7955,0.784184127,0.6882,0.661333333,0.646660317,0.74452381,0.728416667
+2.5cd8+2.0cd4-4.5cd11b_gr1,0.802333333,0.7955,0.784184127,0.6882,0.661333333,0.646660317,0.74452381,0.728416667
+3.0cd8+2.5cd4-6.0cd11b_gr1,0.801833333,0.7965,0.784731746,0.688533333,0.660333333,0.646593651,0.744857143,0.728416667
+3.0cd8+2.5cd4-5.5cd11b_gr1,0.801833333,0.796,0.784350794,0.6882,0.660333333,0.646326984,0.74452381,0.728166667
-5.5cd8-3.0cd4+5.0cd11b_gr1,0.815219048,0.785833333,0.778737662,0.652766667,0.67,0.627928571,0.740857143,0.727916667
-4.5cd8-2.5cd4+4.0cd11b_gr1,0.815219048,0.785833333,0.778737662,0.652766667,0.67,0.627928571,0.740857143,0.727916667
+4.5cd8+2.5cd4-4.0cd11b_gr1,0.815219048,0.785833333,0.778737662,0.652766667,0.67,0.627928571,0.740857143,0.727916667
+5.5cd8+3.0cd4-5.0cd11b_gr1,0.815219048,0.785833333,0.778737662,0.652766667,0.67,0.627928571,0.740857143,0.727916667
-5.0cd8-3.0cd4+1.5cd11b_gr1,0.808528571,0.777166667,0.769868398,0.684833333,0.678,0.645580952,0.739714286,0.727583333
+5.0cd8+3.0cd4-1.5cd11b_gr1,0.808528571,0.777166667,0.769868398,0.684833333,0.678,0.645580952,0.739714286,0.727583333
-5.5cd8-6.0cd4+0.5cd11b_gr1,0.8627,0.629166667,0.702969841,0.61152381,0.825666667,0.678452381,0.705285714,0.727416667
-5.0cd8-5.5cd4+0.5cd11b_gr1,0.8627,0.629166667,0.702969841,0.61152381,0.825666667,0.678452381,0.705285714,0.727416667
-4.5cd8-5.0cd4+0.5cd11b_gr1,0.8627,0.629166667,0.702969841,0.61152381,0.825666667,0.678452381,0.705285714,0.727416667
+4.5cd8+5.0cd4-0.5cd11b_gr1,0.8627,0.629166667,0.702969841,0.61152381,0.825666667,0.678452381,0.705285714,0.727416667
+5.0cd8+5.5cd4-0.5cd11b_gr1,0.8627,0.629166667,0.702969841,0.61152381,0.825666667,0.678452381,0.705285714,0.727416667
-4.5cd8-3.0cd4-1.0cd11b_gr1,0.9326,0.462166667,0.594603175,0.554261905,0.992,0.700966667,0.66552381,0.727083333
+4.5cd8+3.0cd4+1.0cd11b_gr1,0.9326,0.462166667,0.594603175,0.554261905,0.992,0.700966667,0.66552381,0.727083333
-6.0cd8-5.5cd4+5.0cd11b_gr1,0.769761905,0.878666667,0.805606494,0.738066667,0.574666667,0.6128,0.762666667,0.726666667
-4.0cd8-5.0cd4-1.5cd11b_gr1,0.925466667,0.471833333,0.600257143,0.556328571,0.981,0.698652381,0.667666667,0.726416667
+4.0cd8+5.0cd4+1.5cd11b_gr1,0.925466667,0.471833333,0.600257143,0.556328571,0.981,0.698652381,0.667666667,0.726416667
-5.0cd8-0.5cd4+1.0cd11b_gr1,0.845633333,0.6695,0.721647619,0.626366667,0.781333333,0.671485714,0.714904762,0.725416667
+5.0cd8+0.5cd4-1.0cd11b_gr1,0.845633333,0.6695,0.721647619,0.626366667,0.781333333,0.671485714,0.714904762,0.725416667
-3.0cd8-2.5cd4+5.0cd11b_gr1,0.796733333,0.7905,0.779073016,0.684833333,0.660333333,0.644060317,0.741,0.725416667
+3.0cd8+2.5cd4-5.0cd11b_gr1,0.796733333,0.7905,0.779073016,0.684833333,0.660333333,0.644060317,0.741,0.725416667
+3.5cd8+3.0cd4-6.0cd11b_gr1,0.796733333,0.7905,0.779073016,0.684833333,0.660333333,0.644060317,0.741,0.725416667
-2.5cd8-3.5cd4-1.0cd11b_gr1,0.9228,0.471333333,0.599219048,0.555361905,0.979333333,0.697366667,0.666714286,0.725333333
+2.5cd8+3.5cd4+1.0cd11b_gr1,0.9228,0.471333333,0.599219048,0.555361905,0.979333333,0.697366667,0.666714286,0.725333333
-3.0cd8-3.0cd4+4.0cd11b_gr1,0.783285714,0.813166667,0.779594805,0.711966667,0.637,0.639033333,0.745857143,0.725083333
-1.5cd8-1.5cd4+2.0cd11b_gr1,0.783285714,0.813166667,0.779594805,0.711966667,0.637,0.639033333,0.745857143,0.725083333
+1.5cd8+1.5cd4-2.0cd11b_gr1,0.783285714,0.813166667,0.779594805,0.711966667,0.637,0.639033333,0.745857143,0.725083333
+3.0cd8+3.0cd4-4.0cd11b_gr1,0.783285714,0.813166667,0.779594805,0.711966667,0.637,0.639033333,0.745857143,0.725083333
-4.0cd8-4.5cd4+0.5cd11b_gr1,0.8621,0.624166667,0.699287302,0.607357143,0.825666667,0.675785714,0.701952381,0.724916667
+4.0cd8+4.5cd4-0.5cd11b_gr1,0.8621,0.624166667,0.699287302,0.607357143,0.825666667,0.675785714,0.701952381,0.724916667
-5.5cd8-1.5cd4+3.0cd11b_gr1,0.821809524,0.755333333,0.759035498,0.6708,0.694333333,0.639480952,0.733142857,0.724833333
-3.5cd8-2.0cd4+5.0cd11b_gr1,0.822642857,0.734,0.757246609,0.646433333,0.715666667,0.652595238,0.728333333,0.724833333
+3.5cd8+2.0cd4-5.0cd11b_gr1,0.822642857,0.734,0.757246609,0.646433333,0.715666667,0.652595238,0.728333333,0.724833333
+5.5cd8+1.5cd4-3.0cd11b_gr1,0.821809524,0.755333333,0.759035498,0.6708,0.694333333,0.639480952,0.733142857,0.724833333
-6.0cd8-5.5cd4+2.5cd11b_gr1,0.801038095,0.773333333,0.763759452,0.6781,0.676333333,0.641052381,0.735333333,0.724833333
-4.0cd8-1.5cd4+1.0cd11b_gr1,0.827009524,0.744,0.757862482,0.6467,0.705333333,0.641485714,0.729666667,0.724666667
+4.0cd8+1.5cd4-1.0cd11b_gr1,0.827009524,0.744,0.757862482,0.6467,0.705333333,0.641485714,0.729666667,0.724666667
-4.0cd8-1.5cd4+3.0cd11b_gr1,0.823385714,0.747333333,0.762653535,0.6319,0.701333333,0.636538095,0.729571429,0.724333333
+4.0cd8+1.5cd4-3.0cd11b_gr1,0.823385714,0.747333333,0.762653535,0.6319,0.701333333,0.636538095,0.729571429,0.724333333
-5.5cd8-3.0cd4+4.5cd11b_gr1,0.815752381,0.7765,0.772042424,0.647766667,0.671333333,0.624828571,0.735571429,0.723916667
-3.5cd8-3.5cd4+0.5cd11b_gr1,0.85987619,0.6275,0.700454545,0.60542381,0.820333333,0.672814286,0.701952381,0.723916667
+3.5cd8+3.5cd4-0.5cd11b_gr1,0.85987619,0.6275,0.700454545,0.60542381,0.820333333,0.672814286,0.701952381,0.723916667
+5.5cd8+3.0cd4-4.5cd11b_gr1,0.815752381,0.7765,0.772042424,0.647766667,0.671333333,0.624828571,0.735571429,0.723916667
-6.0cd8-6.0cd4-2.0cd11b_gr1,0.920033333,0.472833333,0.599593651,0.552195238,0.974333333,0.694142857,0.665095238,0.723583333
-4.5cd8-4.5cd4-1.5cd11b_gr1,0.920033333,0.472833333,0.599593651,0.552195238,0.974333333,0.694142857,0.665095238,0.723583333
-3.0cd8-3.0cd4-1.0cd11b_gr1,0.920033333,0.472833333,0.599593651,0.552195238,0.974333333,0.694142857,0.665095238,0.723583333
-1.5cd8-1.5cd4-0.5cd11b_gr1,0.920033333,0.472833333,0.599593651,0.552195238,0.974333333,0.694142857,0.665095238,0.723583333
-5.0cd8-4.0cd4+5.5cd11b_gr1,0.780385714,0.821833333,0.783047186,0.709,0.623,0.63197619,0.746619048,0.722416667
+5.0cd8+4.0cd4-5.5cd11b_gr1,0.780385714,0.821833333,0.783047186,0.709,0.623,0.63197619,0.746619048,0.722416667
+5.5cd8+4.5cd4-6.0cd11b_gr1,0.780385714,0.821833333,0.783047186,0.709,0.623,0.63197619,0.746619048,0.722416667
-3.5cd8-5.0cd4-1.5cd11b_gr1,0.9188,0.471333333,0.59797619,0.551661905,0.973333333,0.692819048,0.664,0.722333333
+3.5cd8+5.0cd4+1.5cd11b_gr1,0.9188,0.471333333,0.59797619,0.551661905,0.973333333,0.692819048,0.664,0.722333333
-3.5cd8-0.5cd4+4.5cd11b_gr1,0.818866667,0.718833333,0.745055556,0.640566667,0.725,0.653519048,0.722047619,0.721916667
-3.0cd8-0.5cd4+4.0cd11b_gr1,0.818866667,0.718833333,0.745055556,0.640566667,0.725,0.653519048,0.722047619,0.721916667
+2.5cd8+1.5cd4-1.5cd11b_gr1,0.780342857,0.845166667,0.790937085,0.721233333,0.598666667,0.61337619,0.751095238,0.721916667
+3.0cd8+0.5cd4-4.0cd11b_gr1,0.818866667,0.718833333,0.745055556,0.640566667,0.725,0.653519048,0.722047619,0.721916667
+3.5cd8+0.5cd4-4.5cd11b_gr1,0.818866667,0.718833333,0.745055556,0.640566667,0.725,0.653519048,0.722047619,0.721916667
+4.0cd8+2.5cd4-2.5cd11b_gr1,0.780342857,0.845166667,0.790937085,0.721233333,0.598666667,0.61337619,0.751095238,0.721916667
+5.0cd8+3.0cd4-3.0cd11b_gr1,0.780342857,0.845166667,0.790937085,0.721233333,0.598666667,0.61337619,0.751095238,0.721916667
-6.0cd8-1.0cd4+2.5cd11b_gr1,0.834795238,0.7155,0.74293824,0.636433333,0.727666667,0.646090476,0.720095238,0.721583333
-5.0cd8-3.0cd4+3.0cd11b_gr1,0.780009524,0.844166667,0.790222799,0.720566667,0.598666667,0.612995238,0.75052381,0.721416667
-4.0cd8-2.5cd4+2.5cd11b_gr1,0.780009524,0.844166667,0.790222799,0.720566667,0.598666667,0.612995238,0.75052381,0.721416667
-2.5cd8-1.5cd4+1.5cd11b_gr1,0.780009524,0.844166667,0.790222799,0.720566667,0.598666667,0.612995238,0.75052381,0.721416667
-2.5cd8-2.5cd4+5.0cd11b_gr1,0.791466667,0.7875,0.773598413,0.679333333,0.653666667,0.637084127,0.735333333,0.720583333
-2.0cd8-2.0cd4+4.0cd11b_gr1,0.791466667,0.7875,0.773598413,0.679333333,0.653666667,0.637084127,0.735333333,0.720583333
-1.5cd8-1.5cd4+3.0cd11b_gr1,0.791466667,0.7875,0.773598413,0.679333333,0.653666667,0.637084127,0.735333333,0.720583333
-1.0cd8-1.0cd4+2.0cd11b_gr1,0.791466667,0.7875,0.773598413,0.679333333,0.653666667,0.637084127,0.735333333,0.720583333
-0.5cd8-0.5cd4+1.0cd11b_gr1,0.791466667,0.7875,0.773598413,0.679333333,0.653666667,0.637084127,0.735333333,0.720583333
+0.5cd8+0.5cd4-1.0cd11b_gr1,0.791466667,0.7875,0.773598413,0.679333333,0.653666667,0.637084127,0.735333333,0.720583333
+1.0cd8+1.0cd4-2.0cd11b_gr1,0.791466667,0.7875,0.773598413,0.679333333,0.653666667,0.637084127,0.735333333,0.720583333
+1.5cd8+1.5cd4-3.0cd11b_gr1,0.791466667,0.7875,0.773598413,0.679333333,0.653666667,0.637084127,0.735333333,0.720583333
+2.0cd8+2.0cd4-4.0cd11b_gr1,0.791466667,0.7875,0.773598413,0.679333333,0.653666667,0.637084127,0.735333333,0.720583333
+2.5cd8+2.5cd4-5.0cd11b_gr1,0.791466667,0.7875,0.773598413,0.679333333,0.653666667,0.637084127,0.735333333,0.720583333
+3.0cd8+3.0cd4-6.0cd11b_gr1,0.791466667,0.7875,0.773598413,0.679333333,0.653666667,0.637084127,0.735333333,0.720583333
-6.0cd8-1.5cd4+3.0cd11b_gr1,0.822928571,0.765666667,0.766600144,0.646633333,0.675,0.622709524,0.731714286,0.720333333
-4.0cd8-1.0cd4+2.0cd11b_gr1,0.822928571,0.765666667,0.766600144,0.646633333,0.675,0.622709524,0.731714286,0.720333333
-2.0cd8-0.5cd4+1.0cd11b_gr1,0.822928571,0.765666667,0.766600144,0.646633333,0.675,0.622709524,0.731714286,0.720333333
+2.0cd8+0.5cd4-1.0cd11b_gr1,0.822928571,0.765666667,0.766600144,0.646633333,0.675,0.622709524,0.731714286,0.720333333
+4.0cd8+1.0cd4-2.0cd11b_gr1,0.822928571,0.765666667,0.766600144,0.646633333,0.675,0.622709524,0.731714286,0.720333333
-5.0cd8-2.5cd4+1.5cd11b_gr1,0.811504762,0.764333333,0.766494372,0.6478,0.676,0.631033333,0.732952381,0.720166667
+5.0cd8+2.5cd4-1.5cd11b_gr1,0.811504762,0.764333333,0.766494372,0.6478,0.676,0.631033333,0.732952381,0.720166667
-6.0cd8-0.5cd4+0.5cd11b_gr1,0.860942857,0.613833333,0.691024387,0.593533333,0.825333333,0.67152381,0.695904762,0.719583333
+4.5cd8+4.0cd4-3.5cd11b_gr1,0.768342857,0.8525,0.792651371,0.7225,0.586333333,0.613719048,0.75152381,0.719416667
-4.5cd8-5.0cd4-1.5cd11b_gr1,0.915833333,0.473333333,0.597955556,0.546861905,0.965,0.686942857,0.661571429,0.719166667
+4.5cd8+5.0cd4+1.5cd11b_gr1,0.915833333,0.473333333,0.597955556,0.546861905,0.965,0.686942857,0.661571429,0.719166667
+3.0cd8+3.5cd4+1.0cd11b_gr1,0.9157,0.474333333,0.598479365,0.546361905,0.963333333,0.685933333,0.661571429,0.718833333
-3.0cd8-3.5cd4-1.0cd11b_gr1,0.9157,0.473833333,0.598098413,0.546028571,0.963333333,0.685666667,0.661238095,0.718583333
-4.5cd8-4.0cd4+3.5cd11b_gr1,0.767342857,0.8505,0.790984704,0.721433333,0.586333333,0.613052381,0.750380952,0.718416667
-2.5cd8-1.5cd4+3.5cd11b_gr1,0.817042857,0.718666667,0.744497403,0.639066667,0.717666667,0.648371429,0.719952381,0.718166667
+2.5cd8+1.5cd4-3.5cd11b_gr1,0.817042857,0.718666667,0.744497403,0.639066667,0.717666667,0.648371429,0.719952381,0.718166667
-3.5cd8-2.0cd4+3.0cd11b_gr1,0.807385714,0.781,0.771840837,0.6443,0.655333333,0.616157143,0.732952381,0.718166667
+3.5cd8+2.0cd4-3.0cd11b_gr1,0.807385714,0.781,0.771840837,0.6443,0.655333333,0.616157143,0.732952381,0.718166667
+4.0cd8+3.5cd4-3.0cd11b_gr1,0.76717619,0.8525,0.792037085,0.720166667,0.583333333,0.611119048,0.75052381,0.717916667
+5.0cd8+4.0cd4-3.5cd11b_gr1,0.76717619,0.8525,0.792037085,0.720166667,0.583333333,0.611119048,0.75052381,0.717916667
+5.5cd8+4.5cd4-4.0cd11b_gr1,0.76717619,0.8525,0.792037085,0.720166667,0.583333333,0.611119048,0.75052381,0.717916667
-4.5cd8-4.0cd4+5.5cd11b_gr1,0.779219048,0.798666667,0.769201154,0.698933333,0.637,0.632471429,0.736714286,0.717833333
+4.5cd8+4.0cd4-5.5cd11b_gr1,0.779219048,0.798666667,0.769201154,0.698933333,0.637,0.632471429,0.736714286,0.717833333
-5.5cd8-5.5cd4+1.0cd11b_gr1,0.851352381,0.631166667,0.699180519,0.59602381,0.803666667,0.661042857,0.697809524,0.717416667
+5.5cd8+5.5cd4-1.0cd11b_gr1,0.851352381,0.631166667,0.699180519,0.59602381,0.803666667,0.661042857,0.697809524,0.717416667
-6.0cd8-5.0cd4+4.5cd11b_gr1,0.76617619,0.8505,0.790370418,0.7191,0.583333333,0.610452381,0.749380952,0.716916667
-5.5cd8-4.5cd4+4.0cd11b_gr1,0.76617619,0.8505,0.790370418,0.7191,0.583333333,0.610452381,0.749380952,0.716916667
-5.0cd8-4.0cd4+3.5cd11b_gr1,0.76617619,0.8505,0.790370418,0.7191,0.583333333,0.610452381,0.749380952,0.716916667
-4.0cd8-3.5cd4+3.0cd11b_gr1,0.76617619,0.8505,0.790370418,0.7191,0.583333333,0.610452381,0.749380952,0.716916667
-6.0cd8-6.0cd4-1.5cd11b_gr1,0.917566667,0.462666667,0.589987302,0.541728571,0.968,0.684333333,0.656285714,0.715333333
-4.0cd8-4.0cd4-1.0cd11b_gr1,0.917566667,0.462666667,0.589987302,0.541728571,0.968,0.684333333,0.656285714,0.715333333
-2.0cd8-2.0cd4-0.5cd11b_gr1,0.917566667,0.462666667,0.589987302,0.541728571,0.968,0.684333333,0.656285714,0.715333333
+2.0cd8+2.0cd4+0.5cd11b_gr1,0.917566667,0.462666667,0.589987302,0.541728571,0.968,0.684333333,0.656285714,0.715333333
+4.0cd8+4.0cd4+1.0cd11b_gr1,0.917566667,0.462666667,0.589987302,0.541728571,0.968,0.684333333,0.656285714,0.715333333
-3.5cd8-0.5cd4+2.5cd11b_gr1,0.781966667,0.776333333,0.756792063,0.6824,0.654,0.632757143,0.729142857,0.715166667
+3.5cd8+0.5cd4-2.5cd11b_gr1,0.781966667,0.776333333,0.756792063,0.6824,0.654,0.632757143,0.729142857,0.715166667
-4.0cd8-0.5cd4+3.0cd11b_gr1,0.799433333,0.7695,0.764069841,0.6581,0.659333333,0.628442857,0.727095238,0.714416667
+4.0cd8+0.5cd4-3.0cd11b_gr1,0.799433333,0.7695,0.764069841,0.6581,0.659333333,0.628442857,0.727095238,0.714416667
-6.0cd8-0.5cd4+1.5cd11b_gr1,0.846666667,0.661166667,0.714455556,0.607266667,0.767,0.652790476,0.704380952,0.714083333
-4.0cd8-0.5cd4+5.5cd11b_gr1,0.798533333,0.7595,0.761303175,0.6488,0.667666667,0.631238095,0.726142857,0.713583333
+4.0cd8+0.5cd4-5.5cd11b_gr1,0.798533333,0.7595,0.761303175,0.6488,0.667666667,0.631238095,0.726142857,0.713583333
-5.0cd8-2.0cd4+5.0cd11b_gr1,0.8147,0.726833333,0.74498254,0.6311,0.7,0.631566667,0.718095238,0.713416667
-4.5cd8-2.0cd4+5.0cd11b_gr1,0.8147,0.726833333,0.74498254,0.6311,0.7,0.631566667,0.718095238,0.713416667
-3.5cd8-1.5cd4+3.5cd11b_gr1,0.8147,0.726833333,0.74498254,0.6311,0.7,0.631566667,0.718095238,0.713416667
-2.5cd8-1.0cd4+2.5cd11b_gr1,0.8147,0.726833333,0.74498254,0.6311,0.7,0.631566667,0.718095238,0.713416667
+2.5cd8+1.0cd4-2.5cd11b_gr1,0.8147,0.726833333,0.74498254,0.6311,0.7,0.631566667,0.718095238,0.713416667
+3.5cd8+1.5cd4-3.5cd11b_gr1,0.8147,0.726833333,0.74498254,0.6311,0.7,0.631566667,0.718095238,0.713416667
+4.5cd8+2.0cd4-5.0cd11b_gr1,0.8147,0.726833333,0.74498254,0.6311,0.7,0.631566667,0.718095238,0.713416667
+5.0cd8+2.0cd4-5.0cd11b_gr1,0.8147,0.726833333,0.74498254,0.6311,0.7,0.631566667,0.718095238,0.713416667
+5.5cd8+2.5cd4-6.0cd11b_gr1,0.8147,0.726833333,0.74498254,0.6311,0.7,0.631566667,0.718095238,0.713416667
-6.0cd8-3.5cd4+3.5cd11b_gr1,0.774561905,0.828166667,0.779803319,0.7009,0.597666667,0.605680952,0.741380952,0.712916667
-5.5cd8-2.5cd4+5.5cd11b_gr1,0.812366667,0.725333333,0.743173016,0.630666667,0.7,0.63121746,0.717190476,0.712666667
-5.0cd8-2.5cd4+5.5cd11b_gr1,0.812366667,0.725333333,0.743173016,0.630666667,0.7,0.63121746,0.717190476,0.712666667
-4.5cd8-2.0cd4+4.5cd11b_gr1,0.812366667,0.725333333,0.743173016,0.630666667,0.7,0.63121746,0.717190476,0.712666667
-4.0cd8-2.0cd4+4.5cd11b_gr1,0.812366667,0.725333333,0.743173016,0.630666667,0.7,0.63121746,0.717190476,0.712666667
+4.0cd8+2.0cd4-4.5cd11b_gr1,0.812366667,0.725333333,0.743173016,0.630666667,0.7,0.63121746,0.717190476,0.712666667
+4.5cd8+2.0cd4-4.5cd11b_gr1,0.812366667,0.725333333,0.743173016,0.630666667,0.7,0.63121746,0.717190476,0.712666667
+5.0cd8+2.5cd4-5.5cd11b_gr1,0.812366667,0.725333333,0.743173016,0.630666667,0.7,0.63121746,0.717190476,0.712666667
+5.5cd8+2.5cd4-5.5cd11b_gr1,0.812366667,0.725333333,0.743173016,0.630666667,0.7,0.63121746,0.717190476,0.712666667
-3.0cd8-1.5cd4+3.5cd11b_gr1,0.814233333,0.725166667,0.744115873,0.6311,0.7,0.631566667,0.717095238,0.712583333
+3.0cd8+1.5cd4-3.5cd11b_gr1,0.814233333,0.725166667,0.744115873,0.6311,0.7,0.631566667,0.717095238,0.712583333
